Geography,Labour Force Ac,Total - Age groups,  15-19 years,  20-24 years,  25-44 years,    25-29 years,    30-34 years,    35-44 years,  45-64 years,    45-54 years,    55-64 years,  65 years and over
35085,  In the labour force,65695.0,4235.0,6050.0,27835.0,5530.0,5780.0,16520.0,25790.0,18185.0,7610.0,1780.0
35085,    Employed,62450.0,3795.0,5270.0,26690.0,5300.0,5535.0,15860.0,25010.0,17650.0,7360.0,1685.0
35085,    Unemployed,3245.0,445.0,780.0,1140.0,235.0,245.0,660.0,780.0,535.0,250.0,95.0
35085,  Not in the labour force,28105.0,5650.0,2485.0,3995.0,930.0,855.0,2210.0,6145.0,2755.0,3385.0,9835.0
35085,Participation rate,70.0,42.8,70.9,87.5,85.5,87.2,88.2,80.8,86.8,69.2,15.3
35085,Employment rate,66.6,38.4,61.7,83.9,82.0,83.5,84.7,78.3,84.3,66.9,14.5
35085,Unemployment rate,4.9,10.5,12.9,4.1,4.2,4.2,4.0,3.0,2.9,3.3,5.3
35086,Total - Labour force activity,61010.0,5435.0,4570.0,22020.0,4185.0,5055.0,12785.0,19140.0,11825.0,7315.0,9850.0
35086,  In the labour force,39685.0,2935.0,3785.0,19225.0,3635.0,4365.0,11225.0,13215.0,9820.0,3395.0,530.0
35086,    Employed,36125.0,2325.0,3185.0,17680.0,3250.0,3870.0,10565.0,12420.0,9335.0,3085.0,520.0
35086,    Unemployed,3560.0,605.0,595.0,1545.0,385.0,495.0,665.0,795.0,490.0,310.0,20.0
35086,  Not in the labour force,21325.0,2500.0,780.0,2795.0,555.0,690.0,1555.0,5925.0,2000.0,3920.0,9315.0
35086,Participation rate,65.0,54.0,82.8,87.3,86.9,86.4,87.8,69.0,83.0,46.4,5.4
35086,Employment rate,59.2,42.8,69.7,80.3,77.7,76.6,82.6,64.9,78.9,42.2,5.3
35086,Unemployment rate,9.0,20.6,15.7,8.0,10.6,11.3,5.9,6.0,5.0,9.1,3.8
35087,Total - Labour force activity,60205.0,5235.0,4495.0,21855.0,4375.0,4820.0,12655.0,18245.0,11290.0,6960.0,10380.0
35087,  In the labour force,38185.0,2735.0,3775.0,18795.0,3660.0,4090.0,11040.0,12375.0,8950.0,3425.0,515.0
35087,    Employed,34630.0,2230.0,3120.0,17170.0,3200.0,3670.0,10300.0,11625.0,8390.0,3230.0,485.0
35087,    Unemployed,3555.0,500.0,655.0,1620.0,460.0,425.0,735.0,750.0,560.0,190.0,30.0
35087,  Not in the labour force,22020.0,2500.0,725.0,3060.0,720.0,730.0,1610.0,5870.0,2340.0,3535.0,9860.0
35087,Participation rate,63.4,52.2,84.0,86.0,83.7,84.9,87.2,67.8,79.3,49.2,5.0
35087,Employment rate,57.5,42.6,69.4,78.6,73.1,76.1,81.4,63.7,74.3,46.4,4.7
35087,Unemployment rate,9.3,18.3,17.4,8.6,12.6,10.4,6.7,6.1,6.3,5.5,5.8
35088,Total - Labour force activity,56080.0,5160.0,3255.0,18345.0,3385.0,3845.0,11110.0,18985.0,10705.0,8280.0,10340.0
35088,  In the labour force,31930.0,2485.0,2540.0,15240.0,2870.0,3275.0,9090.0,11035.0,7835.0,3205.0,630.0
35088,    Employed,28470.0,1935.0,1965.0,13885.0,2455.0,2950.0,8480.0,10110.0,7200.0,2905.0,580.0
35088,    Unemployed,3460.0,545.0,575.0,1355.0,420.0,330.0,610.0,930.0,635.0,300.0,50.0
35088,  Not in the labour force,24150.0,2675.0,715.0,3105.0,515.0,570.0,2020.0,7945.0,2865.0,5075.0,9710.0
35088,Participation rate,56.9,48.2,78.0,83.1,84.8,85.2,81.8,58.1,73.2,38.7,6.1
35088,Employment rate,50.8,37.5,60.4,75.7,72.5,76.7,76.3,53.3,67.3,35.1,5.6
35088,Unemployment rate,10.8,21.9,22.6,8.9,14.6,10.1,6.7,8.4,8.1,9.4,7.9
35089,Total - Labour force activity,55910.0,5595.0,4240.0,21385.0,4195.0,4715.0,12475.0,16925.0,10275.0,6645.0,7765.0
35089,  In the labour force,35070.0,2785.0,3385.0,18005.0,3480.0,4025.0,10500.0,10460.0,7755.0,2710.0,430.0
35089,    Employed,31005.0,2205.0,2610.0,16165.0,3025.0,3600.0,9535.0,9625.0,7170.0,2455.0,405.0
35089,    Unemployed,4065.0,580.0,775.0,1840.0,450.0,425.0,965.0,840.0,580.0,255.0,25.0
35089,  Not in the labour force,20845.0,2805.0,855.0,3380.0,715.0,690.0,1970.0,6465.0,2530.0,3935.0,7335.0
35089,Participation rate,62.7,49.8,79.8,84.2,83.0,85.4,84.2,61.8,75.5,40.8,5.5
35089,Employment rate,55.5,39.4,61.6,75.6,72.1,76.4,76.4,56.9,69.8,36.9,5.2
35089,Unemployment rate,11.6,20.8,22.9,10.2,12.9,10.6,9.2,8.0,7.5,9.4,5.8
35090,Total - Labour force activity,105955.0,4425.0,9265.0,52810.0,14160.0,14815.0,23830.0,27940.0,16850.0,11090.0,11515.0
35090,  In the labour force,74730.0,1510.0,6720.0,44255.0,12055.0,12655.0,19545.0,20035.0,13385.0,6655.0,2205.0
35090,    Employed,68995.0,1220.0,5835.0,40885.0,11255.0,11535.0,18090.0,18945.0,12565.0,6380.0,2105.0
35090,    Unemployed,5730.0,285.0,890.0,3370.0,795.0,1120.0,1455.0,1085.0,815.0,270.0,100.0
35090,  Not in the labour force,31225.0,2915.0,2540.0,8550.0,2110.0,2160.0,4285.0,7905.0,3465.0,4440.0,9305.0
35090,Participation rate,70.5,34.1,72.5,83.8,85.1,85.4,82.0,71.7,79.4,60.0,19.1
35090,Employment rate,65.1,27.6,63.0,77.4,79.5,77.9,75.9,67.8,74.6,57.5,18.3
35090,Unemployment rate,7.7,18.9,13.2,7.6,6.6,8.9,7.4,5.4,6.1,4.1,4.5
35091,Total - Labour force activity,90670.0,4080.0,9245.0,45805.0,14825.0,13285.0,17700.0,20090.0,11925.0,8170.0,11455.0
35091,  In the labour force,64095.0,1855.0,7345.0,39960.0,13120.0,11630.0,15215.0,13795.0,9415.0,4380.0,1135.0
35091,    Employed,59730.0,1560.0,6590.0,37510.0,12365.0,10910.0,14235.0,13035.0,8880.0,4150.0,1040.0
35091,    Unemployed,4360.0,295.0,755.0,2455.0,755.0,720.0,975.0,765.0,535.0,225.0,95.0
35091,  Not in the labour force,26580.0,2220.0,1905.0,5840.0,1705.0,1655.0,2485.0,6295.0,2500.0,3790.0,10320.0
35091,Participation rate,70.7,45.5,79.4,87.2,88.5,87.5,86.0,68.7,79.0,53.6,9.9
35091,Employment rate,65.9,38.2,71.3,81.9,83.4,82.1,80.4,64.9,74.5,50.8,9.1
35091,Unemployment rate,6.8,15.9,10.3,6.1,5.8,6.2,6.4,5.5,5.7,5.1,8.4
35092,Total - Labour force activity,126200.0,11030.0,9810.0,55830.0,11210.0,14385.0,30240.0,36360.0,22385.0,13975.0,13165.0
35092,  In the labour force,92915.0,6355.0,8355.0,49270.0,10055.0,12565.0,26650.0,27420.0,19075.0,8345.0,1515.0
35092,    Employed,89415.0,5785.0,7660.0,47860.0,9660.0,12180.0,26020.0,26650.0,18520.0,8135.0,1455.0
35092,    Unemployed,3500.0,575.0,690.0,1415.0,400.0,385.0,635.0,765.0,555.0,210.0,60.0
35092,  Not in the labour force,33285.0,4675.0,1460.0,6555.0,1150.0,1815.0,3590.0,8945.0,3310.0,5630.0,11650.0
35092,Participation rate,73.6,57.6,85.2,88.3,89.7,87.3,88.1,75.4,85.2,59.7,11.5
35092,Employment rate,70.9,52.4,78.1,85.7,86.2,84.7,86.0,73.3,82.7,58.2,11.1
35092,Unemployment rate,3.8,9.0,8.3,2.9,4.0,3.1,2.4,2.8,2.9,2.5,4.0
35093,Total - Labour force activity,88245.0,7295.0,4845.0,26735.0,4240.0,5430.0,17055.0,29520.0,16310.0,13215.0,19850.0
35093,  In the labour force,52950.0,4125.0,4240.0,23100.0,3665.0,4750.0,14690.0,19680.0,13325.0,6355.0,1805.0
35093,    Employed,49670.0,3575.0,3600.0,21835.0,3385.0,4535.0,13915.0,18890.0,12790.0,6095.0,1765.0
35093,    Unemployed,3280.0,545.0,640.0,1265.0,275.0,215.0,775.0,795.0,530.0,260.0,40.0
35093,  Not in the labour force,35290.0,3175.0,605.0,3635.0,580.0,685.0,2370.0,9840.0,2980.0,6860.0,18040.0
35093,Participation rate,60.0,56.5,87.5,86.4,86.4,87.5,86.1,66.7,81.7,48.1,9.1
35093,Employment rate,56.3,49.0,74.3,81.7,79.8,83.5,81.6,64.0,78.4,46.1,8.9
35093,Unemployment rate,6.2,13.2,15.1,5.5,7.5,4.5,5.3,4.0,4.0,4.1,2.2
35094,Total - Labour force activity,89605.0,9605.0,7415.0,34270.0,6640.0,7840.0,19785.0,26620.0,16450.0,10170.0,11700.0
35094,  In the labour force,66215.0,6260.0,6550.0,30750.0,5840.0,6975.0,17930.0,21080.0,14455.0,6625.0,1575.0
35094,    Employed,63830.0,5680.0,6075.0,29940.0,5615.0,6755.0,17570.0,20585.0,14115.0,6470.0,1550.0
35094,    Unemployed,2385.0,585.0,475.0,810.0,225.0,225.0,365.0,490.0,340.0,150.0,25.0
35094,  Not in the labour force,23385.0,3340.0,865.0,3520.0,800.0,865.0,1855.0,5545.0,1995.0,3550.0,10125.0
35094,Participation rate,73.9,65.2,88.3,89.7,88.0,89.0,90.6,79.2,87.9,65.1,13.5
35094,Employment rate,71.2,59.1,81.9,87.4,84.6,86.2,88.8,77.3,85.8,63.6,13.2
35094,Unemployment rate,3.6,9.3,7.3,2.6,3.9,3.2,2.0,2.3,2.4,2.3,1.6
35095,Total - Labour force activity,81840.0,7540.0,5475.0,28680.0,4795.0,6330.0,17550.0,26895.0,16275.0,10620.0,13250.0
35095,  In the labour force,57460.0,4725.0,4525.0,25405.0,4260.0,5430.0,15715.0,21045.0,14155.0,6895.0,1755.0
35095,    Employed,55145.0,4260.0,4140.0,24560.0,4035.0,5280.0,15255.0,20455.0,13810.0,6640.0,1730.0
35095,    Unemployed,2315.0,465.0,385.0,845.0,225.0,155.0,460.0,595.0,345.0,250.0,30.0
35095,  Not in the labour force,24380.0,2810.0,950.0,3270.0,535.0,895.0,1835.0,5850.0,2120.0,3730.0,11495.0
35095,Participation rate,70.2,62.7,82.6,88.6,88.8,85.8,89.5,78.2,87.0,64.9,13.2
35095,Employment rate,67.4,56.5,75.6,85.6,84.2,83.4,86.9,76.1,84.9,62.5,13.1
35095,Unemployment rate,4.0,9.8,8.5,3.3,5.3,2.9,2.9,2.8,2.4,3.6,1.7
35096,Total - Labour force activity,97200.0,9895.0,7145.0,40905.0,6845.0,8860.0,25200.0,28580.0,18885.0,9695.0,10670.0
35096,  In the labour force,71755.0,5770.0,6060.0,36500.0,6040.0,7835.0,22625.0,22555.0,16720.0,5830.0,875.0
35096,    Employed,68160.0,4980.0,5255.0,35150.0,5715.0,7505.0,21930.0,21950.0,16345.0,5600.0,835.0
35096,    Unemployed,3595.0,795.0,805.0,1350.0,320.0,330.0,695.0,605.0,370.0,235.0,40.0
35096,  Not in the labour force,25445.0,4125.0,1085.0,4405.0,810.0,1020.0,2575.0,6030.0,2170.0,3860.0,9795.0
35096,Participation rate,73.8,58.3,84.8,89.2,88.2,88.4,89.8,78.9,88.5,60.1,8.2
35096,Employment rate,70.1,50.3,73.5,85.9,83.5,84.7,87.0,76.8,86.6,57.8,7.8
35096,Unemployment rate,5.0,13.8,13.3,3.7,5.3,4.2,3.1,2.7,2.2,4.0,4.6
35097,Total - Labour force activity,101175.0,8225.0,9185.0,33505.0,8340.0,7705.0,17460.0,30325.0,18505.0,11825.0,19930.0
35097,  In the labour force,60250.0,2640.0,5675.0,27590.0,6770.0,6450.0,14365.0,22005.0,14605.0,7400.0,2345.0
35097,    Employed,56185.0,2345.0,4800.0,25720.0,6275.0,6040.0,13410.0,21020.0,13900.0,7110.0,2300.0
35097,    Unemployed,4065.0,295.0,870.0,1865.0,500.0,405.0,960.0,985.0,700.0,285.0,45.0
35097,  Not in the labour force,40930.0,5585.0,3510.0,5920.0,1570.0,1260.0,3090.0,8325.0,3900.0,4425.0,17580.0
35097,Participation rate,59.6,32.1,61.8,82.3,81.2,83.7,82.3,72.6,78.9,62.6,11.8
35097,Employment rate,55.5,28.5,52.3,76.8,75.2,78.4,76.8,69.3,75.1,60.1,11.5
35097,Unemployment rate,6.7,11.2,15.3,6.8,7.4,6.3,6.7,4.5,4.8,3.9,1.9
35098,Total - Labour force activity,87130.0,7415.0,7235.0,33155.0,7725.0,8090.0,17345.0,25795.0,15690.0,10105.0,13530.0
35098,  In the labour force,56775.0,4335.0,6005.0,28485.0,6810.0,6920.0,14750.0,17230.0,12395.0,4830.0,725.0
35098,    Employed,53250.0,3680.0,5385.0,26835.0,6285.0,6470.0,14080.0,16660.0,11985.0,4675.0,695.0
35098,    Unemployed,3520.0,655.0,620.0,1650.0,525.0,450.0,675.0,565.0,410.0,160.0,30.0
35098,  Not in the labour force,30360.0,3080.0,1235.0,4670.0,915.0,1165.0,2595.0,8570.0,3295.0,5270.0,12805.0
35098,Participation rate,65.2,58.5,83.0,85.9,88.2,85.5,85.0,66.8,79.0,47.8,5.4
35098,Employment rate,61.1,49.6,74.4,80.9,81.4,80.0,81.2,64.6,76.4,46.3,5.1
35098,Unemployment rate,6.2,15.1,10.3,5.8,7.7,6.5,4.6,3.3,3.3,3.3,4.1
35099,Total - Labour force activity,92875.0,6940.0,9095.0,37515.0,9580.0,9385.0,18555.0,23715.0,14000.0,9720.0,15600.0
35099,  In the labour force,58285.0,3440.0,7345.0,31155.0,7935.0,7845.0,15375.0,15420.0,10820.0,4600.0,925.0
35099,    Employed,53520.0,2955.0,6295.0,28865.0,7260.0,7290.0,14315.0,14500.0,10180.0,4320.0,895.0
35099,    Unemployed,4765.0,480.0,1045.0,2285.0,670.0,555.0,1065.0,925.0,645.0,275.0,30.0
35099,  Not in the labour force,34585.0,3500.0,1750.0,6365.0,1645.0,1535.0,3175.0,8295.0,3175.0,5120.0,14675.0
35099,Participation rate,62.8,49.6,80.8,83.0,82.8,83.6,82.9,65.0,77.3,47.3,5.9
35099,Employment rate,57.6,42.6,69.2,76.9,75.8,77.7,77.1,61.1,72.7,44.4,5.7
35099,Unemployment rate,8.2,14.0,14.2,7.3,8.4,7.1,6.9,6.0,6.0,6.0,3.2
35100,Total - Labour force activity,87810.0,6280.0,6740.0,33255.0,7220.0,8300.0,17735.0,23400.0,13685.0,9720.0,18140.0
35100,  In the labour force,53705.0,2585.0,5105.0,27800.0,6030.0,6900.0,14875.0,16390.0,11105.0,5280.0,1820.0
35100,    Employed,49845.0,2305.0,4570.0,25850.0,5545.0,6450.0,13850.0,15420.0,10450.0,4970.0,1700.0
35100,    Unemployed,3860.0,280.0,535.0,1950.0,485.0,445.0,1025.0,970.0,655.0,315.0,125.0
35100,  Not in the labour force,34105.0,3695.0,1640.0,5450.0,1190.0,1405.0,2860.0,7010.0,2575.0,4435.0,16310.0
35100,Participation rate,61.2,41.2,75.7,83.6,83.5,83.1,83.9,70.0,81.1,54.3,10.0
35100,Employment rate,56.8,36.7,67.8,77.7,76.8,77.7,78.1,65.9,76.4,51.1,9.4
35100,Unemployment rate,7.2,10.8,10.5,7.0,8.0,6.4,6.9,5.9,5.9,6.0,6.9
35101,Total - Labour force activity,99355.0,9460.0,6910.0,42220.0,6790.0,9230.0,26200.0,29570.0,19290.0,10280.0,11200.0
35101,  In the labour force,74265.0,5910.0,6130.0,37345.0,6165.0,8115.0,23070.0,23595.0,17065.0,6535.0,1285.0
35101,    Employed,71515.0,5400.0,5540.0,36315.0,5930.0,7880.0,22505.0,23025.0,16695.0,6330.0,1235.0
35101,    Unemployed,2750.0,510.0,590.0,1030.0,230.0,235.0,560.0,575.0,365.0,205.0,50.0
35101,  Not in the labour force,25085.0,3555.0,780.0,4875.0,625.0,1115.0,3135.0,5970.0,2230.0,3745.0,9910.0
35101,Participation rate,74.7,62.5,88.7,88.5,90.8,87.9,88.1,79.8,88.5,63.6,11.5
35101,Employment rate,72.0,57.1,80.2,86.0,87.3,85.4,85.9,77.9,86.5,61.6,11.0
35101,Unemployment rate,3.7,8.6,9.6,2.8,3.7,2.9,2.4,2.4,2.1,3.1,3.9
35102,Total - Labour force activity,89280.0,6795.0,7565.0,37735.0,8475.0,9730.0,19530.0,22985.0,13425.0,9560.0,14210.0
35102,  In the labour force,55625.0,3045.0,5610.0,30410.0,6670.0,7905.0,15840.0,15670.0,10730.0,4940.0,885.0
35102,    Employed,51240.0,2540.0,4925.0,28120.0,6065.0,7290.0,14760.0,14840.0,10205.0,4640.0,805.0
35102,    Unemployed,4385.0,500.0,685.0,2290.0,600.0,615.0,1075.0,825.0,530.0,300.0,80.0
35102,  Not in the labour force,33655.0,3750.0,1950.0,7325.0,1805.0,1820.0,3690.0,7315.0,2700.0,4620.0,13320.0
35102,Participation rate,62.3,44.8,74.2,80.6,78.7,81.2,81.1,68.2,79.9,51.7,6.2
35102,Employment rate,57.4,37.4,65.1,74.5,71.6,74.9,75.6,64.6,76.0,48.5,5.7
35102,Unemployment rate,7.9,16.4,12.2,7.5,9.0,7.8,6.8,5.3,4.9,6.1,9.0
35103,Total - Labour force activity,79255.0,6610.0,7840.0,34825.0,8655.0,9510.0,16655.0,19430.0,11035.0,8400.0,10550.0
35103,  In the labour force,48190.0,2550.0,5740.0,26685.0,6540.0,7290.0,12860.0,12455.0,8345.0,4105.0,760.0
35103,    Employed,43950.0,2085.0,4965.0,24610.0,5965.0,6695.0,11955.0,11595.0,7770.0,3825.0,695.0
35103,    Unemployed,4245.0,465.0,770.0,2070.0,570.0,600.0,905.0,860.0,580.0,285.0,70.0
35103,  Not in the labour force,31065.0,4060.0,2105.0,8135.0,2120.0,2215.0,3800.0,6980.0,2685.0,4290.0,9785.0
35103,Participation rate,60.8,38.6,73.2,76.6,75.6,76.7,77.2,64.1,75.6,48.9,7.2
35103,Employment rate,55.5,31.5,63.3,70.7,68.9,70.4,71.8,59.7,70.4,45.5,6.6
35103,Unemployment rate,8.8,18.2,13.4,7.8,8.7,8.2,7.0,6.9,7.0,6.9,9.2
46,Total - Labour force activity,869315.0,79700.0,72280.0,318035.0,69990.0,72255.0,175785.0,253605.0,154300.0,99305.0,145695.0
46,  In the labour force,585420.0,44890.0,59145.0,274810.0,59155.0,61485.0,154165.0,191325.0,132900.0,58425.0,15255.0
46,    Employed,549990.0,39045.0,53025.0,259190.0,54525.0,57360.0,147315.0,183960.0,128135.0,55820.0,14770.0
46,    Unemployed,35430.0,5840.0,6125.0,15615.0,4630.0,4130.0,6860.0,7370.0,4765.0,2605.0,485.0
46,  Not in the labour force,283895.0,34815.0,13135.0,43225.0,10840.0,10770.0,21615.0,62285.0,21405.0,40875.0,130440.0
46,Participation rate,67.3,56.3,81.8,86.4,84.5,85.1,87.7,75.4,86.1,58.8,10.5
46,Employment rate,63.3,49.0,73.4,81.5,77.9,79.4,83.8,72.5,83.0,56.2,10.1
46,Unemployment rate,6.1,13.0,10.4,5.7,7.8,6.7,4.4,3.9,3.6,4.5,3.2
46001,Total - Labour force activity,61045.0,5760.0,5125.0,20775.0,4580.0,4455.0,11740.0,17315.0,10295.0,7020.0,12065.0
46001,  In the labour force,41790.0,3800.0,4490.0,18520.0,4035.0,3925.0,10560.0,13450.0,9200.0,4245.0,1525.0
46001,    Employed,39795.0,3270.0,4095.0,17890.0,3845.0,3725.0,10315.0,13040.0,8950.0,4090.0,1495.0
46001,    Unemployed,1990.0,530.0,395.0,635.0,185.0,200.0,245.0,405.0,245.0,160.0,30.0
46001,  Not in the labour force,19260.0,1960.0,635.0,2255.0,545.0,530.0,1180.0,3865.0,1090.0,2775.0,10540.0
46001,Participation rate,68.5,66.0,87.6,89.1,88.1,88.1,89.9,77.7,89.4,60.5,12.6
46001,Employment rate,65.2,56.8,79.9,86.1,84.0,83.6,87.9,75.3,86.9,58.3,12.4
46001,Unemployment rate,4.8,13.9,8.8,3.4,4.6,5.1,2.3,3.0,2.7,3.8,2.0
46002,Total - Labour force activity,60445.0,4930.0,4785.0,20265.0,4250.0,4420.0,11590.0,19645.0,11150.0,8495.0,10820.0
46002,  In the labour force,41310.0,3170.0,4185.0,18140.0,3745.0,3925.0,10460.0,14770.0,9710.0,5060.0,1040.0
46002,    Employed,39585.0,2825.0,3865.0,17445.0,3490.0,3780.0,10170.0,14460.0,9545.0,4915.0,995.0
46002,    Unemployed,1720.0,345.0,330.0,695.0,260.0,145.0,290.0,310.0,170.0,135.0,45.0
46002,  Not in the labour force,19135.0,1760.0,595.0,2125.0,505.0,490.0,1125.0,4875.0,1435.0,3435.0,9785.0
46002,Participation rate,68.3,64.3,87.5,89.5,88.1,88.8,90.3,75.2,87.1,59.6,9.6
46002,Employment rate,65.5,57.3,80.8,86.1,82.1,85.5,87.7,73.6,85.6,57.9,9.2
46002,Unemployment rate,4.2,10.9,7.9,3.8,6.9,3.7,2.8,2.1,1.8,2.7,4.3
46003,Total - Labour force activity,52610.0,6820.0,5290.0,22480.0,5520.0,5650.0,11300.0,13815.0,8760.0,5055.0,4205.0
46003,  In the labour force,32185.0,2260.0,3115.0,16960.0,3760.0,4115.0,9090.0,9490.0,6985.0,2505.0,360.0
46003,    Employed,27120.0,1650.0,2295.0,14275.0,2905.0,3395.0,7970.0,8585.0,6325.0,2260.0,320.0
46003,    Unemployed,5070.0,610.0,820.0,2685.0,850.0,715.0,1120.0,905.0,660.0,245.0,45.0
46003,  Not in the labour force,20425.0,4560.0,2175.0,5515.0,1760.0,1540.0,2215.0,4330.0,1775.0,2555.0,3845.0
46003,Participation rate,61.2,33.1,58.9,75.4,68.1,72.8,80.4,68.7,79.7,49.6,8.6
46003,Employment rate,51.5,24.2,43.4,63.5,52.6,60.1,70.5,62.1,72.2,44.7,7.6
46003,Unemployment rate,15.8,27.0,26.3,15.8,22.6,17.4,12.3,9.5,9.4,9.8,12.5
46004,Total - Labour force activity,57535.0,5460.0,3420.0,17530.0,3525.0,3890.0,10105.0,17285.0,9730.0,7555.0,13840.0
46004,  In the labour force,34910.0,2565.0,2540.0,14695.0,2850.0,3235.0,8610.0,12950.0,8335.0,4615.0,2160.0
46004,    Employed,32645.0,2275.0,2080.0,13705.0,2520.0,2980.0,8215.0,12465.0,8010.0,4455.0,2125.0
46004,    Unemployed,2260.0,290.0,465.0,990.0,335.0,255.0,395.0,485.0,325.0,165.0,35.0
46004,  Not in the labour force,22620.0,2895.0,875.0,2830.0,680.0,655.0,1500.0,4335.0,1395.0,2940.0,11680.0
46004,Participation rate,60.7,47.0,74.3,83.8,80.9,83.2,85.2,74.9,85.7,61.1,15.6
46004,Employment rate,56.7,41.7,60.8,78.2,71.5,76.6,81.3,72.1,82.3,59.0,15.4
46004,Unemployment rate,6.5,11.3,18.3,6.7,11.8,7.9,4.6,3.7,3.9,3.6,1.6
46005,Total - Labour force activity,61875.0,6660.0,4535.0,21460.0,4555.0,4755.0,12150.0,17540.0,10355.0,7185.0,11680.0
46005,  In the labour force,41885.0,4130.0,3640.0,18485.0,3745.0,3940.0,10800.0,13750.0,9180.0,4570.0,1880.0
46005,    Employed,40260.0,3780.0,3355.0,17860.0,3535.0,3790.0,10535.0,13430.0,8990.0,4440.0,1845.0
46005,    Unemployed,1620.0,350.0,285.0,630.0,215.0,155.0,265.0,320.0,190.0,130.0,45.0
46005,  Not in the labour force,19985.0,2530.0,900.0,2970.0,805.0,815.0,1350.0,3795.0,1180.0,2615.0,9795.0
46005,Participation rate,67.7,62.0,80.3,86.1,82.2,82.9,88.9,78.4,88.7,63.6,16.1
46005,Employment rate,65.1,56.8,74.0,83.2,77.6,79.7,86.7,76.6,86.8,61.8,15.8
46005,Unemployment rate,3.9,8.5,7.8,3.4,5.7,3.9,2.5,2.3,2.1,2.8,2.4
46006,Total - Labour force activity,65835.0,7215.0,5190.0,24150.0,4690.0,5445.0,14020.0,19370.0,11420.0,7950.0,9905.0
46006,  In the labour force,46290.0,4660.0,4460.0,21050.0,3925.0,4600.0,12525.0,14675.0,9910.0,4765.0,1450.0
46006,    Employed,44410.0,4265.0,4205.0,20320.0,3775.0,4340.0,12205.0,14215.0,9665.0,4545.0,1405.0
46006,    Unemployed,1880.0,395.0,255.0,730.0,150.0,260.0,320.0,460.0,245.0,215.0,40.0
46006,  Not in the labour force,19545.0,2555.0,735.0,3100.0,760.0,845.0,1495.0,4695.0,1510.0,3190.0,8455.0
46006,Participation rate,70.3,64.6,85.9,87.2,83.7,84.5,89.3,75.8,86.8,59.9,14.6
46006,Employment rate,67.5,59.1,81.0,84.1,80.5,79.7,87.1,73.4,84.6,57.2,14.2
46006,Unemployment rate,4.1,8.5,5.7,3.5,3.8,5.7,2.6,3.1,2.5,4.5,2.8
46007,Total - Labour force activity,65755.0,5120.0,5530.0,23985.0,5465.0,5375.0,13150.0,19545.0,11955.0,7595.0,11575.0
46007,  In the labour force,44820.0,3180.0,4810.0,21520.0,4900.0,4755.0,11870.0,14700.0,10345.0,4350.0,620.0
46007,    Employed,42620.0,2750.0,4450.0,20560.0,4570.0,4525.0,11465.0,14265.0,10100.0,4170.0,590.0
46007,    Unemployed,2200.0,425.0,355.0,960.0,335.0,225.0,400.0,430.0,240.0,185.0,30.0
46007,  Not in the labour force,20935.0,1940.0,720.0,2460.0,560.0,625.0,1280.0,4850.0,1605.0,3235.0,10955.0
46007,Participation rate,68.2,62.1,87.0,89.7,89.7,88.5,90.3,75.2,86.5,57.3,5.4
46007,Employment rate,64.8,53.7,80.5,85.7,83.6,84.2,87.2,73.0,84.5,54.9,5.1
46007,Unemployment rate,4.9,13.4,7.4,4.5,6.8,4.7,3.4,2.9,2.3,4.3,4.8
46008,Total - Labour force activity,66155.0,6225.0,3970.0,22620.0,3960.0,4785.0,13870.0,21820.0,12590.0,9230.0,11515.0
46008,  In the labour force,44540.0,3520.0,3265.0,19775.0,3390.0,4040.0,12345.0,16345.0,10895.0,5445.0,1640.0
46008,    Employed,41300.0,2955.0,2855.0,18355.0,3095.0,3665.0,11595.0,15545.0,10450.0,5100.0,1590.0
46008,    Unemployed,3235.0,565.0,415.0,1415.0,295.0,375.0,745.0,795.0,445.0,350.0,55.0
46008,  Not in the labour force,21610.0,2705.0,700.0,2850.0,575.0,750.0,1525.0,5475.0,1695.0,3785.0,9880.0
46008,Participation rate,67.3,56.5,82.2,87.4,85.6,84.4,89.0,74.9,86.5,59.0,14.2
46008,Employment rate,62.4,47.5,71.9,81.1,78.2,76.6,83.6,71.2,83.0,55.3,13.8
46008,Unemployment rate,7.3,16.1,12.7,7.2,8.7,9.3,6.0,4.9,4.1,6.4,3.4
46009,Total - Labour force activity,57620.0,5185.0,4930.0,22135.0,4755.0,5215.0,12165.0,15805.0,9985.0,5825.0,9565.0
46009,  In the labour force,37050.0,2650.0,4115.0,18315.0,3890.0,4355.0,10065.0,11495.0,8160.0,3335.0,475.0
46009,    Employed,34270.0,2210.0,3740.0,17010.0,3535.0,4035.0,9440.0,10860.0,7690.0,3170.0,450.0
46009,    Unemployed,2780.0,440.0,380.0,1305.0,360.0,320.0,630.0,630.0,465.0,165.0,25.0
46009,  Not in the labour force,20570.0,2535.0,815.0,3815.0,865.0,855.0,2095.0,4310.0,1825.0,2490.0,9095.0
46009,Participation rate,64.3,51.1,83.5,82.7,81.8,83.5,82.7,72.7,81.7,57.3,5.0
46009,Employment rate,59.5,42.6,75.9,76.8,74.3,77.4,77.6,68.7,77.0,54.4,4.7
46009,Unemployment rate,7.5,16.6,9.2,7.1,9.3,7.3,6.3,5.5,5.7,4.9,5.3
46010,Total - Labour force activity,58975.0,4495.0,5405.0,24365.0,5555.0,6080.0,12730.0,15120.0,9705.0,5415.0,9585.0
46010,  In the labour force,37735.0,2255.0,4065.0,20195.0,4530.0,5075.0,10590.0,10680.0,7820.0,2860.0,545.0
